epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,25662.3,0.65981,0.88914,1.11457,0.87475,0.80991,0.854,0.71166,0.69858,0.77988,1.14758,0.003796,0.003796,0.003796
190,25797.2,0.6629,0.8993,1.11775,0.87322,0.81142,0.8542,0.71173,0.69828,0.77962,1.14741,0.003763,0.003763,0.003763
191,25934.6,0.66322,0.88047,1.11449,0.87373,0.81072,0.85385,0.71148,0.69774,0.77878,1.14696,0.00373,0.00373,0.00373
192,26069.5,0.66567,0.88846,1.12035,0.87443,0.80941,0.85425,0.71157,0.6968,0.77856,1.14582,0.003697,0.003697,0.003697
193,26204.2,0.65974,0.87172,1.11374,0.87555,0.80876,0.85454,0.71197,0.69645,0.77745,1.1453,0.003664,0.003664,0.003664
194,26339.6,0.66165,0.88092,1.11483,0.87563,0.80895,0.85486,0.7121,0.6965,0.77733,1.14519,0.003631,0.003631,0.003631
195,26477.4,0.66253,0.88022,1.11584,0.87525,0.80953,0.85468,0.71233,0.69603,0.77674,1.14467,0.003598,0.003598,0.003598
196,26614.5,0.66334,0.88004,1.11586,0.87522,0.81085,0.85479,0.71266,0.69639,0.77574,1.14497,0.003565,0.003565,0.003565
197,26750,0.65764,0.86703,1.11284,0.87434,0.81092,0.85529,0.71219,0.69582,0.77494,1.1444,0.003532,0.003532,0.003532
198,26884.2,0.65477,0.87242,1.10986,0.87325,0.81178,0.85566,0.71274,0.69553,0.77458,1.14413,0.003499,0.003499,0.003499
199,27020.1,0.65128,0.85897,1.10798,0.87457,0.81134,0.85566,0.71363,0.69538,0.77409,1.14393,0.003466,0.003466,0.003466
200,27154.8,0.65898,0.87023,1.11151,0.8746,0.81124,0.85627,0.71496,0.69509,0.77388,1.14348,0.003433,0.003433,0.003433
201,27289.2,0.65384,0.85769,1.10996,0.87449,0.81101,0.85634,0.7151,0.69484,0.77375,1.14334,0.0034,0.0034,0.0034
202,27423.9,0.65263,0.85198,1.10908,0.87383,0.81167,0.85662,0.71489,0.69419,0.77335,1.14262,0.003367,0.003367,0.003367
203,27558.7,0.65003,0.85198,1.10344,0.87448,0.81081,0.85682,0.71495,0.69376,0.77315,1.14221,0.003334,0.003334,0.003334
204,27692.8,0.65331,0.86142,1.11018,0.87506,0.81174,0.85716,0.71523,0.69354,0.77249,1.14211,0.003301,0.003301,0.003301
205,27827.2,0.65748,0.86531,1.11187,0.87503,0.81142,0.85716,0.71597,0.69303,0.77186,1.14147,0.003268,0.003268,0.003268
206,27961.9,0.64573,0.85079,1.10553,0.87437,0.81373,0.85771,0.71645,0.69227,0.77174,1.1407,0.003235,0.003235,0.003235
207,28096.5,0.64846,0.84368,1.10399,0.8735,0.8135,0.8583,0.71817,0.69212,0.77153,1.14042,0.003202,0.003202,0.003202
208,28230.7,0.65205,0.84849,1.1079,0.87213,0.81449,0.85807,0.71805,0.69161,0.77065,1.14003,0.003169,0.003169,0.003169
209,28365.3,0.64553,0.84774,1.10665,0.87559,0.81132,0.85809,0.71905,0.69077,0.77053,1.13921,0.003136,0.003136,0.003136
210,28499.3,0.64636,0.84868,1.10278,0.87211,0.81453,0.85832,0.71972,0.68998,0.77021,1.1385,0.003103,0.003103,0.003103
211,28632.9,0.64241,0.83583,1.10012,0.87304,0.81417,0.8585,0.71988,0.68993,0.76985,1.13841,0.00307,0.00307,0.00307
212,28766.4,0.63871,0.83728,1.09817,0.87185,0.81384,0.8584,0.71972,0.68958,0.76911,1.13788,0.003037,0.003037,0.003037
213,28899.7,0.63955,0.82947,1.09801,0.87249,0.81532,0.85874,0.72003,0.68905,0.76819,1.13756,0.003004,0.003004,0.003004
214,29033.2,0.63963,0.8297,1.09952,0.87335,0.81537,0.85913,0.7211,0.68869,0.76771,1.13738,0.002971,0.002971,0.002971
215,29167.2,0.63808,0.83127,1.09907,0.87314,0.81484,0.85927,0.72158,0.68839,0.76715,1.13716,0.002938,0.002938,0.002938
216,29301.6,0.64612,0.84028,1.10153,0.87344,0.81448,0.85921,0.72211,0.68787,0.76643,1.13688,0.002905,0.002905,0.002905
217,29435.8,0.63898,0.82204,1.09864,0.87352,0.81468,0.85922,0.72269,0.68816,0.76601,1.13741,0.002872,0.002872,0.002872
218,29569.7,0.63306,0.82081,1.0951,0.87341,0.81481,0.85933,0.72302,0.68777,0.76565,1.13717,0.002839,0.002839,0.002839
219,29705.6,0.63475,0.82346,1.09682,0.87383,0.81484,0.85935,0.72309,0.68734,0.76495,1.13658,0.002806,0.002806,0.002806
220,29841.7,0.63729,0.82208,1.09608,0.87475,0.81448,0.85934,0.72327,0.68739,0.76485,1.13677,0.002773,0.002773,0.002773
221,29978,0.6302,0.81061,1.09282,0.87402,0.81437,0.8594,0.7231,0.68749,0.76502,1.13714,0.00274,0.00274,0.00274
222,30113.2,0.63154,0.81628,1.09482,0.87418,0.81379,0.85955,0.72299,0.68787,0.76482,1.13779,0.002707,0.002707,0.002707
223,30249.6,0.62797,0.80289,1.0899,0.87722,0.81317,0.85972,0.72357,0.68779,0.76414,1.1377,0.002674,0.002674,0.002674
224,30386.2,0.63713,0.82019,1.10051,0.87777,0.81294,0.85997,0.72416,0.68736,0.76388,1.13739,0.002641,0.002641,0.002641
225,30524,0.62739,0.80829,1.08901,0.87718,0.81267,0.85997,0.72422,0.68698,0.76365,1.1371,0.002608,0.002608,0.002608
226,30660.4,0.62533,0.81027,1.08941,0.87943,0.81117,0.85998,0.72532,0.68649,0.76305,1.1366,0.002575,0.002575,0.002575
227,30796.8,0.62687,0.80271,1.0932,0.88022,0.811,0.86035,0.72529,0.68617,0.76259,1.13615,0.002542,0.002542,0.002542
228,30932.7,0.62632,0.79849,1.09247,0.8804,0.80969,0.86047,0.72528,0.68605,0.7618,1.13601,0.002509,0.002509,0.002509
229,31072,0.62326,0.79312,1.08895,0.88024,0.80996,0.8606,0.72548,0.68604,0.76172,1.13616,0.002476,0.002476,0.002476
230,31210.7,0.61993,0.80107,1.08808,0.88107,0.80983,0.86049,0.72547,0.68543,0.76127,1.13587,0.002443,0.002443,0.002443
231,31348.6,0.61974,0.78276,1.0844,0.88127,0.80993,0.86078,0.72614,0.68521,0.76126,1.13551,0.00241,0.00241,0.00241
232,31487.2,0.63124,0.80046,1.09074,0.8807,0.80985,0.86056,0.72613,0.68521,0.7611,1.13544,0.002377,0.002377,0.002377
233,6899.73,0.6129,0.78311,1.08473,0.88051,0.81047,0.86075,0.72618,0.68518,0.76094,1.1355,0.002344,0.002344,0.002344
234,7050.29,0.62084,0.78789,1.08692,0.88418,0.8072,0.86073,0.72602,0.68515,0.76081,1.13556,0.002311,0.002311,0.002311
235,7198.82,0.62268,0.79633,1.08936,0.88262,0.80786,0.86095,0.72664,0.68495,0.76081,1.13555,0.002278,0.002278,0.002278
236,7347.49,0.6185,0.79689,1.08683,0.88367,0.80733,0.86108,0.72675,0.68433,0.76105,1.13495,0.002245,0.002245,0.002245
237,7496.46,0.62168,0.79926,1.0917,0.8824,0.80823,0.86131,0.72636,0.68421,0.76108,1.13469,0.002212,0.002212,0.002212
238,7645.4,0.62002,0.79108,1.08704,0.8809,0.80928,0.8612,0.72608,0.68416,0.76131,1.13462,0.002179,0.002179,0.002179
239,7795.03,0.62276,0.79344,1.08913,0.87963,0.80933,0.86102,0.72632,0.68363,0.76151,1.13426,0.002146,0.002146,0.002146
240,7944.04,0.61575,0.78372,1.08276,0.87778,0.80964,0.86109,0.72579,0.6835,0.76147,1.13427,0.002113,0.002113,0.002113
241,8092.61,0.61993,0.79087,1.08752,0.8822,0.80797,0.86095,0.72574,0.6832,0.76184,1.13422,0.00208,0.00208,0.00208
242,8241.12,0.62022,0.78885,1.08755,0.88294,0.80705,0.86082,0.7257,0.68322,0.76156,1.13432,0.002047,0.002047,0.002047
243,8390.14,0.61258,0.78612,1.08371,0.88007,0.80858,0.86094,0.72532,0.6832,0.76169,1.13454,0.002014,0.002014,0.002014
244,8540.71,0.61385,0.77423,1.08633,0.88356,0.80599,0.86078,0.7252,0.68319,0.76217,1.13459,0.001981,0.001981,0.001981
245,8689.61,0.61244,0.77716,1.08429,0.88224,0.80672,0.86116,0.72564,0.68283,0.76203,1.13422,0.001948,0.001948,0.001948
246,8832,0.60852,0.7755,1.07952,0.8772,0.80971,0.8612,0.72491,0.68286,0.76287,1.13441,0.001915,0.001915,0.001915
247,8970.89,0.61555,0.78048,1.08511,0.87894,0.80761,0.86082,0.7256,0.6826,0.76304,1.13421,0.001882,0.001882,0.001882
248,9109.75,0.60824,0.76469,1.07916,0.8765,0.80996,0.86126,0.72563,0.68261,0.76302,1.13428,0.001849,0.001849,0.001849
249,9249.13,0.61363,0.7754,1.08314,0.87741,0.80905,0.86091,0.72486,0.68274,0.76285,1.13443,0.001816,0.001816,0.001816
250,9388.38,0.60883,0.7691,1.07797,0.87564,0.80916,0.86094,0.72515,0.68241,0.76279,1.13421,0.001783,0.001783,0.001783
251,9526.73,0.61008,0.77404,1.08043,0.87623,0.80884,0.86069,0.72594,0.68239,0.76246,1.1344,0.00175,0.00175,0.00175
252,9665.21,0.60467,0.76365,1.07791,0.8787,0.80687,0.86043,0.7245,0.68188,0.76252,1.13395,0.001717,0.001717,0.001717
253,9803.56,0.60497,0.76195,1.07714,0.87744,0.80805,0.86066,0.72458,0.68142,0.76244,1.13352,0.001684,0.001684,0.001684
254,9942.54,0.60504,0.76883,1.07948,0.87846,0.80626,0.8605,0.72435,0.68102,0.76265,1.13322,0.001651,0.001651,0.001651
255,10083.7,0.60164,0.75613,1.07547,0.87988,0.80499,0.8604,0.72418,0.68082,0.76237,1.13313,0.001618,0.001618,0.001618
256,10224.6,0.60279,0.75276,1.07638,0.88144,0.8041,0.86048,0.7241,0.68049,0.76297,1.13266,0.001585,0.001585,0.001585
257,10367.8,0.60643,0.75485,1.0766,0.88007,0.80499,0.86048,0.72424,0.68044,0.76324,1.13252,0.001552,0.001552,0.001552
258,10507.9,0.60046,0.75249,1.07223,0.88016,0.80529,0.86059,0.72488,0.68012,0.76328,1.13216,0.001519,0.001519,0.001519
259,10646.8,0.6001,0.74607,1.07446,0.87922,0.80585,0.86067,0.72501,0.68004,0.76288,1.13231,0.001486,0.001486,0.001486
260,10785.9,0.59978,0.7487,1.0743,0.87976,0.8057,0.86056,0.72459,0.67998,0.76322,1.13216,0.001453,0.001453,0.001453
261,10924.8,0.58884,0.73588,1.06502,0.87998,0.806,0.86068,0.72493,0.6803,0.76366,1.13237,0.00142,0.00142,0.00142
262,11063.8,0.59571,0.73763,1.07122,0.88065,0.8048,0.86062,0.72501,0.67995,0.76397,1.13213,0.001387,0.001387,0.001387
263,11203,0.59134,0.73929,1.06648,0.87878,0.80671,0.86037,0.72493,0.67981,0.76471,1.13179,0.001354,0.001354,0.001354
264,11342.5,0.59205,0.73772,1.0689,0.88065,0.80558,0.86073,0.72509,0.67956,0.76468,1.13163,0.001321,0.001321,0.001321
265,11481.1,0.58924,0.73741,1.06817,0.88163,0.80485,0.86073,0.72587,0.67938,0.76454,1.1314,0.001288,0.001288,0.001288
266,11619.8,0.58983,0.72885,1.06642,0.88117,0.80454,0.86092,0.72597,0.67956,0.76474,1.13182,0.001255,0.001255,0.001255
267,11758.8,0.59337,0.73657,1.06973,0.8809,0.80581,0.86089,0.72559,0.67987,0.76492,1.132,0.001222,0.001222,0.001222
268,11897.1,0.58778,0.72468,1.06246,0.88078,0.8063,0.86093,0.72582,0.6799,0.76543,1.13199,0.001189,0.001189,0.001189
269,12035.8,0.58391,0.71824,1.06237,0.8806,0.80649,0.86086,0.72535,0.67998,0.76562,1.13213,0.001156,0.001156,0.001156
270,12174.3,0.5898,0.72242,1.06832,0.88166,0.80565,0.86086,0.72542,0.68023,0.76558,1.13253,0.001123,0.001123,0.001123
271,12312.2,0.58546,0.72174,1.0644,0.88141,0.80647,0.86075,0.7257,0.68004,0.76543,1.13258,0.00109,0.00109,0.00109
272,12451.2,0.58628,0.71489,1.06456,0.8793,0.80648,0.86001,0.72517,0.68034,0.76566,1.133,0.001057,0.001057,0.001057
273,12589.6,0.58588,0.71322,1.0646,0.87892,0.80689,0.85991,0.72473,0.67995,0.76559,1.13291,0.001024,0.001024,0.001024
274,12731.5,0.58449,0.71812,1.06279,0.87878,0.80763,0.86044,0.72486,0.6795,0.76547,1.13267,0.000991,0.000991,0.000991
275,12870.8,0.58501,0.71214,1.0628,0.87609,0.80764,0.85984,0.7241,0.67948,0.76542,1.13285,0.000958,0.000958,0.000958
276,13010,0.57837,0.70393,1.06122,0.87684,0.8074,0.85957,0.72399,0.67925,0.76527,1.13278,0.000925,0.000925,0.000925
277,13149.2,0.57944,0.70834,1.06008,0.8772,0.80641,0.86,0.72403,0.67917,0.76541,1.13301,0.000892,0.000892,0.000892
278,13288.4,0.57812,0.7012,1.06053,0.87787,0.80673,0.86038,0.72428,0.67892,0.76536,1.13303,0.000859,0.000859,0.000859
279,13425.4,0.58218,0.71269,1.06317,0.87635,0.80798,0.86036,0.72409,0.67872,0.76573,1.13274,0.000826,0.000826,0.000826
280,13563.2,0.58066,0.70232,1.06051,0.87655,0.80822,0.86011,0.72404,0.67874,0.76591,1.13291,0.000793,0.000793,0.000793
281,13703,0.57274,0.70177,1.05695,0.8752,0.80874,0.86012,0.72403,0.67886,0.76552,1.13317,0.00076,0.00076,0.00076
282,13841.6,0.5744,0.70024,1.05736,0.8742,0.8088,0.86025,0.72449,0.67885,0.76571,1.13334,0.000727,0.000727,0.000727
283,13981.1,0.57235,0.69219,1.05663,0.87181,0.8096,0.85973,0.72465,0.67881,0.76637,1.13337,0.000694,0.000694,0.000694
284,14120,0.56854,0.68907,1.05559,0.87413,0.80831,0.85983,0.72462,0.67882,0.76637,1.13359,0.000661,0.000661,0.000661
285,14258.3,0.56652,0.68262,1.05132,0.87522,0.80737,0.86001,0.72478,0.67867,0.7667,1.13373,0.000628,0.000628,0.000628
286,14397.2,0.56993,0.68947,1.05379,0.87332,0.80719,0.86004,0.72417,0.67833,0.76636,1.1335,0.000595,0.000595,0.000595
287,14536.4,0.56104,0.67066,1.05109,0.87207,0.80851,0.8607,0.72497,0.67838,0.76629,1.13365,0.000562,0.000562,0.000562
288,14675.5,0.56438,0.67731,1.04805,0.87234,0.80943,0.86082,0.72508,0.67819,0.76611,1.13351,0.000529,0.000529,0.000529
289,14814.5,0.56699,0.67804,1.0566,0.86635,0.81415,0.86008,0.72481,0.67813,0.76631,1.13345,0.000496,0.000496,0.000496
290,14952,0.55803,0.66522,1.04809,0.86946,0.81149,0.86019,0.72436,0.67816,0.76603,1.13364,0.000463,0.000463,0.000463
291,15077.1,0.49924,0.55247,1.08174,0.87227,0.80968,0.86033,0.7246,0.67789,0.76597,1.13363,0.00043,0.00043,0.00043
292,15201.1,0.48827,0.52135,1.07126,0.87793,0.80311,0.86005,0.72419,0.6775,0.76572,1.13323,0.000397,0.000397,0.000397
293,15324.9,0.4781,0.50367,1.06261,0.87772,0.80326,0.86022,0.72444,0.67713,0.76527,1.13296,0.000364,0.000364,0.000364
294,15448.1,0.47436,0.49565,1.05989,0.8774,0.80475,0.8608,0.7247,0.67689,0.76515,1.13269,0.000331,0.000331,0.000331
295,15571.9,0.47069,0.48943,1.0592,0.87624,0.80448,0.85989,0.72442,0.67633,0.76495,1.13244,0.000298,0.000298,0.000298
296,15696.2,0.47047,0.49392,1.05572,0.87874,0.80237,0.86,0.725,0.67571,0.76464,1.13197,0.000265,0.000265,0.000265
297,15820.5,0.46952,0.48464,1.05571,0.87528,0.80333,0.86004,0.72463,0.67511,0.76411,1.13157,0.000232,0.000232,0.000232
298,15945.3,0.46594,0.47974,1.05477,0.8734,0.80499,0.86,0.72479,0.67442,0.76402,1.13112,0.000199,0.000199,0.000199
299,16070.1,0.46384,0.48211,1.05274,0.8743,0.80528,0.86003,0.72463,0.67392,0.7639,1.13063,0.000166,0.000166,0.000166
300,16195.1,0.45916,0.47079,1.04767,0.8747,0.80471,0.86,0.72447,0.67297,0.76394,1.12967,0.000133,0.000133,0.000133
